basis_key,work_type_code,work_type_name_ru,family_code,label_ru,hint_ru,uom_code,required,sort_order,status
area_m2,WT-CEIL-CLIPIN,Потолок Clip-in (скрытая подвеска),ceil,"Площадь металлоконструкций, м²",Площадь поверхности металлоконструкций (для окраски/грунта/обшивки — как заложено в нормах).,м²,true,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
area_m2,WT-CEIL-CLIPIN-300x1200,Потолок Clip-in 300×1200,ceil,"Площадь металлоконструкций, м²",Площадь поверхности металлоконструкций (для окраски/грунта/обшивки — как заложено в нормах).,м²,true,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
area_m2,WT-CEIL-CLIPIN-600,Потолок Clip-in 600×600,ceil,"Площадь металлоконструкций, м²",Площадь поверхности металлоконструкций (для окраски/грунта/обшивки — как заложено в нормах).,м²,true,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
area_m2,WT-CEIL-GKL-1L,Потолок ГКЛ одноуровневый,ceil,"Площадь металлоконструкций, м²",Площадь поверхности металлоконструкций (для окраски/грунта/обшивки — как заложено в нормах).,м²,true,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
area_m2,WT-CEIL-GKL-2L,Потолок ГКЛ двухуровневый,ceil,"Площадь металлоконструкций, м²",Площадь поверхности металлоконструкций (для окраски/грунта/обшивки — как заложено в нормах).,м²,true,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
area_m2,WT-CEIL-GKL-BOX,Потолок ГКЛ короб/ниша,ceil,"Площадь металлоконструкций, м²",Площадь поверхности металлоконструкций (для окраски/грунта/обшивки — как заложено в нормах).,м²,true,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
area_m2,WT-CEIL-GRID,Потолок кассетный (армстронг),ceil,"Площадь металлоконструкций, м²",Площадь поверхности металлоконструкций (для окраски/грунта/обшивки — как заложено в нормах).,м²,true,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
area_m2,WT-CEIL-GRILIATO-050,Потолок грильято (ячейка 50×50),ceil,"Площадь металлоконструкций, м²",Площадь поверхности металлоконструкций (для окраски/грунта/обшивки — как заложено в нормах).,м²,true,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
area_m2,WT-CEIL-GRILIATO-075,Потолок грильято (ячейка 75×75),ceil,"Площадь металлоконструкций, м²",Площадь поверхности металлоконструкций (для окраски/грунта/обшивки — как заложено в нормах).,м²,true,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
area_m2,WT-CEIL-GRILIATO-100,Потолок грильято (ячейка 100×100),ceil,"Площадь металлоконструкций, м²",Площадь поверхности металлоконструкций (для окраски/грунта/обшивки — как заложено в нормах).,м²,true,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
area_m2,WT-CEIL-GRILIATO-PYR-050,Потолок грильято пирамидальный (яч. 50×50),ceil,"Площадь металлоконструкций, м²",Площадь поверхности металлоконструкций (для окраски/грунта/обшивки — как заложено в нормах).,м²,true,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
area_m2,WT-CEIL-GRILIATO-PYR-075,Потолок грильято пирамидальный (яч. 75×75),ceil,"Площадь металлоконструкций, м²",Площадь поверхности металлоконструкций (для окраски/грунта/обшивки — как заложено в нормах).,м²,true,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
area_m2,WT-CEIL-GRILIATO-PYR-100,Потолок грильято пирамидальный (яч. 100×100),ceil,"Площадь металлоконструкций, м²",Площадь поверхности металлоконструкций (для окраски/грунта/обшивки — как заложено в нормах).,м²,true,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
area_m2,WT-CEIL-RACK,Потолок реечный,ceil,"Площадь металлоконструкций, м²",Площадь поверхности металлоконструкций (для окраски/грунта/обшивки — как заложено в нормах).,м²,true,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
area_m2,WT-CEIL-RACK-LENS,Потолок реечный линзованный,ceil,"Площадь металлоконструкций, м²",Площадь поверхности металлоконструкций (для окраски/грунта/обшивки — как заложено в нормах).,м²,true,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
area_m2,WT-CEIL-STRETCH,Потолок натяжной,ceil,"Площадь металлоконструкций, м²",Площадь поверхности металлоконструкций (для окраски/грунта/обшивки — как заложено в нормах).,м²,true,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
area_m2,WT-CONC,Бетонные работы,concrete,"Площадь бетонирования, м²","Площадь поверхности, где выполняются бетонные работы (плита/пол/участок). Можно вводить числом или формулой.",м²,true,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
area_m2,WT-CONC-FLOOR,Бетонирование пола,concrete,"Площадь пола, м²",Площадь пола (м²). Можно формулой: 3*4 + 5*6.,м²,true,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
area_m2,WT-CONCRETE-BEAM,Монолитная балка,concrete,"Площадь бетонирования, м²","Площадь поверхности, где выполняются бетонные работы (плита/пол/участок). Можно вводить числом или формулой.",м²,true,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
area_m2,WT-CONCRETE-FLOOR,Бетонирование пола,floor,"Площадь металлоконструкций, м²",Площадь поверхности металлоконструкций (для окраски/грунта/обшивки — как заложено в нормах).,м²,true,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
area_m2,WT-CONCRETE-MONO,Бетонирование / монолит,concrete,"Площадь бетонирования, м²","Площадь поверхности, где выполняются бетонные работы (плита/пол/участок). Можно вводить числом или формулой.",м²,true,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
area_m2,WT-CONCRETE-SLAB,Монолитная плита,concrete,"Площадь бетонирования, м²","Площадь поверхности, где выполняются бетонные работы (плита/пол/участок). Можно вводить числом или формулой.",м²,true,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
area_m2,WT-CONCRETE-SLAB-PRO,"Фундамент плита (бетон, PRO)",concrete,"Площадь бетонирования, м²","Площадь поверхности, где выполняются бетонные работы (плита/пол/участок). Можно вводить числом или формулой.",м²,true,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
area_m2,WT-DEM-CEIL,Демонтаж потолка,demo,"Площадь демонтажа потолка, м²",Площадь потолка под демонтаж (м²). Формула допустима.,м²,true,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
area_m2,WT-DEM-FLOOR,Демонтаж напольных покрытий,demo,"Площадь демонтажа пола, м²",Площадь пола под демонтаж (м²). Формула допустима.,м²,true,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
area_m2,WT-DEM-GKL,Демонтаж ГКЛ,demo,"Площадь демонтажа ГКЛ, м²",Площадь обшивки/перегородок ГКЛ под демонтаж (м²).,м²,true,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
area_m2,WT-DEM-INSUL,Демонтаж утеплителя,demo,"Площадь демонтажа утеплителя, м²",Площадь утепления под демонтаж (м²).,м²,true,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
area_m2,WT-DEM-PLASTER,Демонтаж штукатурки,demo,"Площадь демонтажа штукатурки, м²",Площадь штукатурки под демонтаж (м²).,м²,true,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
area_m2,WT-DEM-ROOF,Демонтаж кровли,demo,"Площадь демонтажа кровли, м²",Площадь покрытия кровли под демонтаж (м²). Можно по скатам формулой.,м²,true,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
area_m2,WT-DEM-SCREED,Демонтаж стяжки,demo,"Площадь демонтажа стяжки, м²",Площадь стяжки под демонтаж (м²).,м²,true,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
area_m2,WT-DEM-TILE-FLOOR,Демонтаж плитки (пол),demo,"Площадь демонтажа плитки (пол), м²",Площадь плитки на полу под демонтаж (м²).,м²,true,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
area_m2,WT-DEM-TILE-WALL,Демонтаж плитки (стены),demo,"Площадь демонтажа плитки (стены), м²",Площадь плитки на стенах под демонтаж (м²).,м²,true,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
area_m2,WT-DEM-WALL,Демонтаж обоев/стен,demo,"Площадь демонтажа стен, м²","Площадь стен, которые демонтируем (м²). Формула допустима.",м²,true,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
area_m2,WT-DEMO,Демонтаж (общий),demo,"Площадь демонтажа, м²",Площадь демонтажа в м². Можно вводить числом или формулой.,м²,true,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
area_m2,WT-EXT-ASPHALT,Асфальтирование площадки/проезда,ext,"Площадь металлоконструкций, м²",Площадь поверхности металлоконструкций (для окраски/грунта/обшивки — как заложено в нормах).,м²,true,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
area_m2,WT-EXT-ASPHALT-PRO,"Асфальтирование дороги (двухслойное, PRO)",ext,"Площадь металлоконструкций, м²",Площадь поверхности металлоконструкций (для окраски/грунта/обшивки — как заложено в нормах).,м²,true,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
area_m2,WT-EXT-OTMOSTKA,Отмостка вокруг здания (бетон),ext,"Площадь металлоконструкций, м²",Площадь поверхности металлоконструкций (для окраски/грунта/обшивки — как заложено в нормах).,м²,true,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
area_m2,WT-EXT-PAVING,Тротуарная плитка (наружная),ext,"Площадь металлоконструкций, м²",Площадь поверхности металлоконструкций (для окраски/грунта/обшивки — как заложено в нормах).,м²,true,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
area_m2,WT-FACADE-ACP,Фасад навесной: алюкобонд/ACP,facade,"Площадь фасада, м²",Площадь облицовки/утепления фасада в м². Можно вводить формулой: 12*3 + 8*3.,м²,true,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
area_m2,WT-FACADE-CASSETTE-INSTALL,Фасад: металлокассеты (вент),facade,"Площадь фасада, м²",Площадь облицовки/утепления фасада в м². Можно вводить формулой: 12*3 + 8*3.,м²,true,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
area_m2,WT-FACADE-CLINKER-VF,Фасад навесной: клинкерная плитка,facade,"Площадь фасада, м²",Площадь облицовки/утепления фасада в м². Можно вводить формулой: 12*3 + 8*3.,м²,true,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
area_m2,WT-FACADE-FC-H,Фасад FC на заклёпке (общ.),facade,"Площадь фасада, м²",Площадь облицовки/утепления фасада в м². Можно вводить формулой: 12*3 + 8*3.,м²,true,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
area_m2,WT-FACADE-FC-H-10,Фиброцементный фасад (H-профиль) 10 мм,facade,"Площадь фасада, м²",Площадь облицовки/утепления фасада в м². Можно вводить формулой: 12*3 + 8*3.,м²,true,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
area_m2,WT-FACADE-FC-H-12,Фиброцементный фасад (H-профиль) 12 мм,facade,"Площадь фасада, м²",Площадь облицовки/утепления фасада в м². Можно вводить формулой: 12*3 + 8*3.,м²,true,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
area_m2,WT-FACADE-FC-H-8,Фиброцементный фасад (H-профиль) 8 мм,facade,"Площадь фасада, м²",Площадь облицовки/утепления фасада в м². Можно вводить формулой: 12*3 + 8*3.,м²,true,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
area_m2,WT-FACADE-FC-RIVET,Фасад FC на заклёпке (серия),facade,"Площадь фасада, м²",Площадь облицовки/утепления фасада в м². Можно вводить формулой: 12*3 + 8*3.,м²,true,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
area_m2,WT-FACADE-FC-RIVET-10,"Фасад FC на заклёпке ⌀4,8×10",facade,"Площадь фасада, м²",Площадь облицовки/утепления фасада в м². Можно вводить формулой: 12*3 + 8*3.,м²,true,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
area_m2,WT-FACADE-FC-RIVET-12,"Фасад FC на заклёпке ⌀4,8×12",facade,"Площадь фасада, м²",Площадь облицовки/утепления фасада в м². Можно вводить формулой: 12*3 + 8*3.,м²,true,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
area_m2,WT-FACADE-FC-RIVET-8,"Фасад FC на заклёпке ⌀4,8×8",facade,"Площадь фасада, м²",Площадь облицовки/утепления фасада в м². Можно вводить формулой: 12*3 + 8*3.,м²,true,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
area_m2,WT-FACADE-FCB,Фасад навесной: фиброцементные плиты,facade,"Площадь фасада, м²",Площадь облицовки/утепления фасада в м². Можно вводить формулой: 12*3 + 8*3.,м²,true,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
area_m2,WT-FACADE-HPL,Фасад навесной: HPL панели,facade,"Площадь фасада, м²",Площадь облицовки/утепления фасада в м². Можно вводить формулой: 12*3 + 8*3.,м²,true,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
area_m2,WT-FACADE-HPL-INSTALL,Фасад: монтаж HPL-панелей,facade,"Площадь фасада, м²",Площадь облицовки/утепления фасада в м². Можно вводить формулой: 12*3 + 8*3.,м²,true,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
area_m2,WT-FACADE-HPL-LSTK,Фасад HPL (LSTK-набор),facade,"Площадь фасада, м²",Площадь облицовки/утепления фасада в м². Можно вводить формулой: 12*3 + 8*3.,м²,true,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
area_m2,WT-FACADE-PORC,Фасад навесной: керамогранит,facade,"Площадь фасада, м²",Площадь облицовки/утепления фасада в м². Можно вводить формулой: 12*3 + 8*3.,м²,true,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
area_m2,WT-FACADE-PORCELAIN-VENT,Фасад: керамогранит (вент),facade,"Площадь фасада, м²",Площадь облицовки/утепления фасада в м². Можно вводить формулой: 12*3 + 8*3.,м²,true,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
area_m2,WT-FACADE-STONE,Фасад навесной: камень,facade,"Площадь фасада, м²",Площадь облицовки/утепления фасада в м². Можно вводить формулой: 12*3 + 8*3.,м²,true,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
area_m2,WT-FACADE-WET,Фасад “мокрый” (СФТК),facade,"Площадь фасада, м²",Площадь облицовки/утепления фасада в м². Можно вводить формулой: 12*3 + 8*3.,м²,true,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
area_m2,WT-FACADE-WET-SYSTEM,Фасад: «мокрый» (ETICS),facade,"Площадь фасада, м²",Площадь облицовки/утепления фасада в м². Можно вводить формулой: 12*3 + 8*3.,м²,true,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
area_m2,WT-FLOOR-LAMINATE,Ламинат/плинтус,floor,"Площадь металлоконструкций, м²",Площадь поверхности металлоконструкций (для окраски/грунта/обшивки — как заложено в нормах).,м²,true,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
area_m2,WT-FLR-HEAT-ELEC,Тёплый пол электрический (кабель/маты),floor,"Площадь металлоконструкций, м²",Площадь поверхности металлоконструкций (для окраски/грунта/обшивки — как заложено в нормах).,м²,true,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
area_m2,WT-FLR-HEAT-WATER,Тёплый пол водяной,floor,"Площадь металлоконструкций, м²",Площадь поверхности металлоконструкций (для окраски/грунта/обшивки — как заложено в нормах).,м²,true,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
area_m2,WT-FLR-TOPPING,Пол: топпинг/устройство,floor,"Площадь металлоконструкций, м²",Площадь поверхности металлоконструкций (для окраски/грунта/обшивки — как заложено в нормах).,м²,true,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
area_m2,WT-GKL,Монтаж ГКЛ/каркаса,gkl,"Площадь металлоконструкций, м²",Площадь поверхности металлоконструкций (для окраски/грунта/обшивки — как заложено в нормах).,м²,true,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
area_m2,WT-GKL-CEIL-PRO,ГКЛ потолок (PRO),gkl,"Площадь металлоконструкций, м²",Площадь поверхности металлоконструкций (для окраски/грунта/обшивки — как заложено в нормах).,м²,true,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
area_m2,WT-GKL-WALL,ГКЛ стены/перегородки,gkl,"Площадь металлоконструкций, м²",Площадь поверхности металлоконструкций (для окраски/грунта/обшивки — как заложено в нормах).,м²,true,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
area_m2,WT-GKL-WALL-PRO,ГКЛ стены/перегородки (PRO),gkl,"Площадь металлоконструкций, м²",Площадь поверхности металлоконструкций (для окраски/грунта/обшивки — как заложено в нормах).,м²,true,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
area_m2,WT-HVAC,Вентиляция/кондиционирование,hvac,"Площадь металлоконструкций, м²",Площадь поверхности металлоконструкций (для окраски/грунта/обшивки — как заложено в нормах).,м²,true,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
area_m2,WT-HYDRO,Гидроизоляция,hydro,"Площадь металлоконструкций, м²",Площадь поверхности металлоконструкций (для окраски/грунта/обшивки — как заложено в нормах).,м²,true,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
area_m2,WT-HYDRO-FOUND-PRO,Гидроизоляция фундамента (PRO),concrete,"Площадь бетонирования, м²","Площадь поверхности, где выполняются бетонные работы (плита/пол/участок). Можно вводить числом или формулой.",м²,true,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
area_m2,WT-INSUL-CEIL-INT,Утепление / звукоизоляция потолков,insul,"Площадь металлоконструкций, м²",Площадь поверхности металлоконструкций (для окраски/грунта/обшивки — как заложено в нормах).,м²,true,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
area_m2,WT-INSUL-CEIL-PRO,Утепление / звукоизоляция потолков (PRO),insul,"Площадь металлоконструкций, м²",Площадь поверхности металлоконструкций (для окраски/грунта/обшивки — как заложено в нормах).,м²,true,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
area_m2,WT-INSUL-WALL-PRO,Утепление / звукоизоляция стен (PRO),insul,"Площадь металлоконструкций, м²",Площадь поверхности металлоконструкций (для окраски/грунта/обшивки — как заложено в нормах).,м²,true,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
area_m2,WT-LEVEL,Наливной пол,floor,"Площадь металлоконструкций, м²",Площадь поверхности металлоконструкций (для окраски/грунта/обшивки — как заложено в нормах).,м²,true,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
area_m2,WT-MASONRY-BLOCK,Кладка блоков (газоблок),masonry,"Площадь металлоконструкций, м²",Площадь поверхности металлоконструкций (для окраски/грунта/обшивки — как заложено в нормах).,м²,true,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
area_m2,WT-MASONRY-BRICK,Кладка кирпича,masonry,"Площадь металлоконструкций, м²",Площадь поверхности металлоконструкций (для окраски/грунта/обшивки — как заложено в нормах).,м²,true,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
area_m2,WT-MASONRY-BRICK-CLINKER,Кладка облицовочная: кирпич клинкер,masonry,"Площадь металлоконструкций, м²",Площадь поверхности металлоконструкций (для окраски/грунта/обшивки — как заложено в нормах).,м²,true,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
area_m2,WT-PAINT,Покраска стен/потолков,finish,"Площадь металлоконструкций, м²",Площадь поверхности металлоконструкций (для окраски/грунта/обшивки — как заложено в нормах).,м²,true,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
area_m2,WT-PAINT-INT,Покраска (интерьер),finish,"Площадь металлоконструкций, м²",Площадь поверхности металлоконструкций (для окраски/грунта/обшивки — как заложено в нормах).,м²,true,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
area_m2,WT-PLASTER,Штукатурка стен,finish,"Площадь металлоконструкций, м²",Площадь поверхности металлоконструкций (для окраски/грунта/обшивки — как заложено в нормах).,м²,true,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
area_m2,WT-PLASTER-FACADE,Фасад: утепление и декоративная штукатурка,roof,"Площадь металлоконструкций, м²",Площадь поверхности металлоконструкций (для окраски/грунта/обшивки — как заложено в нормах).,м²,true,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
area_m2,WT-PLASTER-INT,Штукатурка внутренних стен,finish,"Площадь металлоконструкций, м²",Площадь поверхности металлоконструкций (для окраски/грунта/обшивки — как заложено в нормах).,м²,true,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
area_m2,WT-PLASTER-WALL-PRO,Штукатурка стен по маякам (PRO),finish,"Площадь металлоконструкций, м²",Площадь поверхности металлоконструкций (для окраски/грунта/обшивки — как заложено в нормах).,м²,true,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
area_m2,WT-PLMB,Сантехника/трубопроводы,plumb,"Площадь металлоконструкций, м²",Площадь поверхности металлоконструкций (для окраски/грунта/обшивки — как заложено в нормах).,м²,true,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
area_m2,WT-PUTTY,Шпаклёвка (финиш),finish,"Площадь металлоконструкций, м²",Площадь поверхности металлоконструкций (для окраски/грунта/обшивки — как заложено в нормах).,м²,true,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
area_m2,WT-RF-CARPET,Фальшпол с ковровым покрытием,floor,"Площадь металлоконструкций, м²",Площадь поверхности металлоконструкций (для окраски/грунта/обшивки — как заложено в нормах).,м²,true,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
area_m2,WT-RF-HPL,Фальшпол с HPL антистатиком (панели ESD),floor,"Площадь металлоконструкций, м²",Площадь поверхности металлоконструкций (для окраски/грунта/обшивки — как заложено в нормах).,м²,true,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
area_m2,WT-RF-PORCELAIN,Фальшпол под керамогранит (усиленный),floor,"Площадь металлоконструкций, м²",Площадь поверхности металлоконструкций (для окраски/грунта/обшивки — как заложено в нормах).,м²,true,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
area_m2,WT-RF-PVC,Фальшпол с ПВХ-ESD покрытием,floor,"Площадь металлоконструкций, м²",Площадь поверхности металлоконструкций (для окраски/грунта/обшивки — как заложено в нормах).,м²,true,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
area_m2,WT-ROOF-FRAME,Стропильная система / обрешётка (общ.),roof,"Площадь металлоконструкций, м²",Площадь поверхности металлоконструкций (для окраски/грунта/обшивки — как заложено в нормах).,м²,true,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
area_m2,WT-ROOF-FRAME-MTL,Обрешётка/каркас под металл,roof,"Площадь металлоконструкций, м²",Площадь поверхности металлоконструкций (для окраски/грунта/обшивки — как заложено в нормах).,м²,true,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
area_m2,WT-ROOF-FRAME-SHINGLE,Обрешётка/каркас под ГЧ,roof,"Площадь металлоконструкций, м²",Площадь поверхности металлоконструкций (для окраски/грунта/обшивки — как заложено в нормах).,м²,true,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
area_m2,WT-ROOF-FRAME-SLATE,Обрешётка/каркас под шифер,roof,"Площадь металлоконструкций, м²",Площадь поверхности металлоконструкций (для окраски/грунта/обшивки — как заложено в нормах).,м²,true,1,DUPLICATE_PATTERN|LABEL_MISMATCH|NEEDS_REVIEW
